,param_classifier,param_classifier__max_depth,param_classifier__max_samples,param_classifier__n_estimators,params,mean_test_hamming_loss,rank_test_hamming_loss,mean_train_hamming_loss,mean_test_label_ranking_loss,rank_test_label_ranking_loss,mean_train_label_ranking_loss
87,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",16,0.5,16,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 16, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 16}",-0.3125,78,-0.0627,-0.2508,94,-0.0213
88,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",16,0.5,32,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 16, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 32}",-0.2967,20,-0.0414,-0.2283,72,-0.011
89,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",16,0.5,64,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 16, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 64}",-0.2956,13,-0.0269,-0.2165,48,-0.0061
90,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",16,0.75,2,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 16, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 2}",-0.3609,130,-0.1697,-0.4514,133,-0.1451
91,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",16,0.75,4,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 16, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 4}",-0.3512,127,-0.1023,-0.3772,129,-0.0551
92,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",16,0.75,8,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 16, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 8}",-0.3272,105,-0.0497,-0.2775,101,-0.0154
93,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",16,0.75,16,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 16, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 16}",-0.3233,97,-0.0216,-0.2547,95,-0.0034
94,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",16,0.75,32,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 16, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 32}",-0.3089,67,-0.0073,-0.226,70,-0.0007
95,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",16,0.75,64,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 16, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 64}",-0.302,40,-0.0034,-0.2135,40,-0.0001
96,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",32,,2,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 32, 'classifier__max_samples': None, 'classifier__n_estimators': 2}",-0.3719,138,-0.1337,-0.4524,134,-0.0955
97,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",32,,4,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 32, 'classifier__max_samples': None, 'classifier__n_estimators': 4}",-0.3325,112,-0.0624,-0.327,116,-0.0248
98,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",32,,8,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 32, 'classifier__max_samples': None, 'classifier__n_estimators': 8}",-0.323,96,-0.0221,-0.2827,104,-0.0038
99,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",32,,16,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 32, 'classifier__max_samples': None, 'classifier__n_estimators': 16}",-0.3178,90,-0.0065,-0.261,98,-0.0003
100,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",32,,32,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 32, 'classifier__max_samples': None, 'classifier__n_estimators': 32}",-0.2965,19,-0.001,-0.2228,63,0.0
101,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",32,,64,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 32, 'classifier__max_samples': None, 'classifier__n_estimators': 64}",-0.3041,52,-0.0004,-0.2224,62,0.0
102,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",32,0.25,2,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 32, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 2}",-0.372,139,-0.2832,-0.4808,143,-0.3261
103,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",32,0.25,4,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 32, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 4}",-0.3498,126,-0.234,-0.3579,123,-0.2065
104,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",32,0.25,8,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 32, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 8}",-0.3348,114,-0.1921,-0.2901,111,-0.1328
105,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",32,0.25,16,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 32, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 16}",-0.3156,83,-0.1532,-0.2505,93,-0.0887
106,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",32,0.25,32,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 32, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 32}",-0.3068,64,-0.1281,-0.2253,65,-0.0687
107,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",32,0.25,64,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 32, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 64}",-0.3012,36,-0.1212,-0.2086,18,-0.059
108,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",32,0.5,2,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 32, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 2}",-0.3758,142,-0.2242,-0.4741,142,-0.2261
109,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",32,0.5,4,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 32, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 4}",-0.342,118,-0.1571,-0.3723,128,-0.1098
110,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",32,0.5,8,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 32, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 8}",-0.3265,101,-0.0999,-0.2841,106,-0.0466
111,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",32,0.5,16,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 32, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 16}",-0.3093,69,-0.0643,-0.2607,97,-0.0238
112,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",32,0.5,32,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 32, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 32}",-0.3036,50,-0.0436,-0.2254,66,-0.0119
113,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",32,0.5,64,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 32, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 64}",-0.2996,33,-0.0264,-0.2113,31,-0.006
114,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",32,0.75,2,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 32, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 2}",-0.3701,135,-0.1737,-0.465,139,-0.1486
115,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",32,0.75,4,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 32, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 4}",-0.3331,113,-0.0971,-0.3461,119,-0.0525
116,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",32,0.75,8,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 32, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 8}",-0.3285,107,-0.0507,-0.2921,112,-0.0148
117,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",32,0.75,16,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 32, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 16}",-0.3176,88,-0.0209,-0.2499,92,-0.0035
118,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",32,0.75,32,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 32, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 32}",-0.3103,73,-0.0074,-0.2304,75,-0.0006
119,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",32,0.75,64,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 32, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 64}",-0.3005,34,-0.0032,-0.2162,47,-0.0
120,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",64,,2,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 64, 'classifier__max_samples': None, 'classifier__n_estimators': 2}",-0.3678,134,-0.1303,-0.4528,136,-0.0924
121,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",64,,4,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 64, 'classifier__max_samples': None, 'classifier__n_estimators': 4}",-0.352,128,-0.0644,-0.3516,120,-0.0256
122,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",64,,8,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 64, 'classifier__max_samples': None, 'classifier__n_estimators': 8}",-0.3308,110,-0.0222,-0.2956,113,-0.004
123,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",64,,16,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 64, 'classifier__max_samples': None, 'classifier__n_estimators': 16}",-0.3193,92,-0.0056,-0.2432,89,-0.0003
124,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",64,,32,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 64, 'classifier__max_samples': None, 'classifier__n_estimators': 32}",-0.3093,69,-0.0015,-0.2256,67,-0.0001
125,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",64,,64,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 64, 'classifier__max_samples': None, 'classifier__n_estimators': 64}",-0.3044,56,-0.0004,-0.2157,44,0.0
126,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",64,0.25,2,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 64, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 2}",-0.381,143,-0.2807,-0.4702,140,-0.3281
127,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",64,0.25,4,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 64, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 4}",-0.3463,122,-0.2328,-0.363,126,-0.2091
128,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",64,0.25,8,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 64, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 8}",-0.3224,95,-0.1898,-0.2839,105,-0.1331
129,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",64,0.25,16,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 64, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 16}",-0.3109,76,-0.1535,-0.2431,88,-0.0936
130,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",64,0.25,32,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 64, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 32}",-0.3137,79,-0.1308,-0.226,69,-0.0677
131,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",64,0.25,64,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 64, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 64}",-0.2988,27,-0.1204,-0.2067,10,-0.0598
132,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",64,0.5,2,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 64, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 2}",-0.3745,141,-0.222,-0.4832,144,-0.2214
133,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",64,0.5,4,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 64, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 4}",-0.3302,109,-0.1581,-0.3533,121,-0.1087
134,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",64,0.5,8,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 64, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 8}",-0.319,91,-0.0986,-0.2796,102,-0.0488
135,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",64,0.5,16,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 64, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 16}",-0.3049,58,-0.0646,-0.24,82,-0.0236
136,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",64,0.5,32,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 64, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 32}",-0.3053,59,-0.039,-0.227,71,-0.0099
137,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",64,0.5,64,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 64, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 64}",-0.2953,12,-0.0283,-0.2153,43,-0.0061
138,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",64,0.75,2,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 64, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 2}",-0.363,131,-0.1735,-0.4604,137,-0.1482
139,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",64,0.75,4,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 64, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 4}",-0.339,116,-0.0987,-0.359,124,-0.0543
140,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",64,0.75,8,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 64, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 8}",-0.3269,104,-0.0492,-0.2965,114,-0.0153
141,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",64,0.75,16,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 64, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 16}",-0.3045,57,-0.0209,-0.2423,87,-0.0033
142,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",64,0.75,32,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 64, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 32}",-0.3074,65,-0.0073,-0.2301,74,-0.0008
143,"RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64)",64,0.75,64,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.75, n_estimators=64), 'classifier__max_depth': 64, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 64}",-0.2892,2,-0.0031,-0.2012,4,-0.0001

,param_classifier,param_classifier__max_depth,param_classifier__max_samples,param_classifier__n_estimators,params,mean_test_hamming_loss,rank_test_hamming_loss,mean_train_hamming_loss,mean_test_label_ranking_loss,rank_test_label_ranking_loss,mean_train_label_ranking_loss
0,"RandomForestClassifier(max_depth=4, n_estimators=64)",2,,2,"{'classifier': RandomForestClassifier(max_depth=4, n_estimators=64), 'classifier__max_depth': 2, 'classifier__max_samples': None, 'classifier__n_estimators': 2}",-0.3096,59,-0.2837,-0.2182,34,-0.2017
1,"RandomForestClassifier(max_depth=4, n_estimators=64)",2,,4,"{'classifier': RandomForestClassifier(max_depth=4, n_estimators=64), 'classifier__max_depth': 2, 'classifier__max_samples': None, 'classifier__n_estimators': 4}",-0.3058,48,-0.2761,-0.2136,13,-0.1969
2,"RandomForestClassifier(max_depth=4, n_estimators=64)",2,,8,"{'classifier': RandomForestClassifier(max_depth=4, n_estimators=64), 'classifier__max_depth': 2, 'classifier__max_samples': None, 'classifier__n_estimators': 8}",-0.2944,6,-0.2634,-0.2163,29,-0.1875
3,"RandomForestClassifier(max_depth=4, n_estimators=64)",2,,16,"{'classifier': RandomForestClassifier(max_depth=4, n_estimators=64), 'classifier__max_depth': 2, 'classifier__max_samples': None, 'classifier__n_estimators': 16}",-0.2901,4,-0.2613,-0.2095,6,-0.19
4,"RandomForestClassifier(max_depth=4, n_estimators=64)",2,,32,"{'classifier': RandomForestClassifier(max_depth=4, n_estimators=64), 'classifier__max_depth': 2, 'classifier__max_samples': None, 'classifier__n_estimators': 32}",-0.3021,31,-0.2603,-0.2153,20,-0.1924
5,"RandomForestClassifier(max_depth=4, n_estimators=64)",2,,64,"{'classifier': RandomForestClassifier(max_depth=4, n_estimators=64), 'classifier__max_depth': 2, 'classifier__max_samples': None, 'classifier__n_estimators': 64}",-0.296,11,-0.2574,-0.2148,18,-0.1905
