,param_classifier,param_classifier__max_depth,param_classifier__max_samples,param_classifier__n_estimators,params,mean_test_accuracy,rank_test_accuracy,mean_train_accuracy,mean_test_f1_micro,rank_test_f1_micro,mean_train_f1_micro,mean_test_roc_auc,rank_test_roc_auc,mean_train_roc_auc,mean_test_average_precision,rank_test_average_precision,mean_train_average_precision,mean_test_label_ranking_average_precision_score,rank_test_label_ranking_average_precision_score,mean_train_label_ranking_average_precision_score
72,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",16,,2,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': None, 'classifier__n_estimators': 2}",0.063,127,0.4231,0.458,136,0.8292,0.6792,135,0.9454,0.5605,135,0.9014,0.6469,136,0.9137
73,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",16,,4,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': None, 'classifier__n_estimators': 4}",0.065,124,0.6501,0.5306,126,0.9167,0.7126,125,0.9858,0.6016,123,0.9717,0.7028,120,0.9735
74,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",16,,8,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': None, 'classifier__n_estimators': 8}",0.089,106,0.871,0.5962,101,0.9736,0.7423,103,0.9978,0.6382,102,0.9958,0.7344,110,0.9949
75,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",16,,16,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': None, 'classifier__n_estimators': 16}",0.1055,85,0.9725,0.6049,99,0.9946,0.7561,90,0.9999,0.6606,90,0.9998,0.764,86,0.9997
76,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",16,,32,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': None, 'classifier__n_estimators': 32}",0.1277,34,0.992,0.6352,55,0.9984,0.7729,57,1.0,0.6849,63,1.0,0.784,63,1.0
77,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",16,,64,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': None, 'classifier__n_estimators': 64}",0.1418,7,0.9971,0.6453,24,0.9994,0.7808,36,1.0,0.6977,36,1.0,0.7915,28,1.0
78,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",16,0.25,2,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 2}",0.036,144,0.1125,0.4389,142,0.5678,0.673,137,0.7756,0.5527,138,0.6624,0.6371,139,0.7257
79,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",16,0.25,4,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 4}",0.0819,113,0.1851,0.5257,128,0.6838,0.7075,127,0.8459,0.5913,126,0.7565,0.6856,131,0.8056
80,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",16,0.25,8,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 8}",0.0841,112,0.2714,0.5861,104,0.7616,0.7499,96,0.8986,0.6414,100,0.8396,0.7447,103,0.8634
81,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",16,0.25,16,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 16}",0.1229,51,0.3697,0.6198,82,0.8144,0.77,68,0.9285,0.6755,76,0.894,0.7728,82,0.9014
82,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",16,0.25,32,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 32}",0.108,82,0.4289,0.6441,27,0.8419,0.7806,39,0.9459,0.6967,39,0.9238,0.7852,60,0.9179
83,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",16,0.25,64,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 64}",0.135,19,0.4885,0.6487,12,0.8613,0.7845,22,0.9555,0.6978,35,0.9406,0.7927,24,0.9294
84,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",16,0.5,2,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 2}",0.0508,135,0.1987,0.4577,137,0.6835,0.683,133,0.863,0.5632,134,0.7731,0.6473,135,0.8095
85,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",16,0.5,4,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 4}",0.0817,116,0.3448,0.532,124,0.7919,0.7205,116,0.9266,0.6047,118,0.8743,0.7051,119,0.8923
86,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",16,0.5,8,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 8}",0.0917,99,0.5272,0.579,107,0.8766,0.7447,101,0.9669,0.6346,104,0.943,0.7387,106,0.9472
87,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",16,0.5,16,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 16}",0.0865,108,0.6773,0.6009,100,0.9248,0.7649,78,0.9851,0.6713,78,0.9763,0.764,85,0.9719
88,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",16,0.5,32,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 32}",0.1301,27,0.7837,0.6298,70,0.9526,0.7791,46,0.9934,0.7002,33,0.9904,0.7871,54,0.9863
89,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",16,0.5,64,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 64}",0.1254,43,0.8435,0.6485,13,0.9668,0.7795,45,0.9967,0.6962,40,0.9954,0.7914,29,0.9906
90,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",16,0.75,2,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 2}",0.0627,128,0.2898,0.4945,132,0.758,0.6899,131,0.91,0.5733,131,0.8428,0.6647,132,0.864
91,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",16,0.75,4,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 4}",0.0862,110,0.5166,0.5351,122,0.8724,0.72,117,0.9678,0.6018,122,0.9397,0.7099,117,0.947
92,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",16,0.75,8,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 8}",0.0891,103,0.7388,0.574,112,0.9411,0.7383,104,0.9904,0.626,110,0.9827,0.7351,109,0.9799
93,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",16,0.75,16,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 16}",0.1084,77,0.8785,0.6127,92,0.9748,0.757,88,0.9983,0.6572,93,0.9971,0.7634,88,0.996
94,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",16,0.75,32,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 32}",0.1467,5,0.9551,0.6346,57,0.9911,0.772,64,0.9997,0.6836,68,0.9995,0.7889,48,0.9993
95,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",16,0.75,64,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 64}",0.125,48,0.9797,0.6404,39,0.9961,0.7807,37,0.9999,0.7005,32,0.9999,0.7876,52,1.0
96,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",32,,2,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': None, 'classifier__n_estimators': 2}",0.0456,141,0.4084,0.4523,139,0.82,0.662,143,0.9439,0.5419,143,0.897,0.6351,143,0.9104
97,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",32,,4,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': None, 'classifier__n_estimators': 4}",0.0866,107,0.6552,0.5408,120,0.9192,0.7206,115,0.9852,0.6019,121,0.9703,0.7018,121,0.9713
98,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",32,,8,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': None, 'classifier__n_estimators': 8}",0.0843,111,0.875,0.5777,108,0.9741,0.7375,107,0.9981,0.6299,107,0.996,0.7359,107,0.9954
99,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",32,,16,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': None, 'classifier__n_estimators': 16}",0.0913,102,0.9655,0.6189,85,0.9931,0.7597,84,0.9998,0.6629,84,0.9997,0.7638,87,0.9996
100,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",32,,32,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': None, 'classifier__n_estimators': 32}",0.1177,69,0.9928,0.6363,52,0.9986,0.7758,52,1.0,0.6905,50,1.0,0.7832,66,1.0
101,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",32,,64,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': None, 'classifier__n_estimators': 64}",0.149,3,0.9976,0.6563,2,0.9995,0.7832,27,1.0,0.7037,18,1.0,0.7948,17,1.0
102,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",32,0.25,2,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 2}",0.0481,138,0.1197,0.4459,141,0.5806,0.6674,140,0.7843,0.5523,139,0.6716,0.638,138,0.7331
103,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",32,0.25,4,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 4}",0.0699,119,0.1886,0.5216,129,0.6858,0.7113,126,0.8472,0.5873,127,0.7561,0.6904,127,0.804
104,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",32,0.25,8,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 8}",0.0818,114,0.2698,0.5767,109,0.7624,0.7361,108,0.8977,0.6245,111,0.8375,0.7304,113,0.8612
105,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",32,0.25,16,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 16}",0.1181,64,0.3654,0.6076,95,0.8112,0.7557,91,0.9273,0.6584,92,0.8902,0.7623,92,0.8981
106,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",32,0.25,32,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 32}",0.1081,80,0.4362,0.625,76,0.8392,0.7729,58,0.9449,0.6875,58,0.9232,0.7829,68,0.9193
107,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",32,0.25,64,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 64}",0.1348,22,0.4794,0.6442,26,0.8578,0.7824,31,0.9547,0.7028,21,0.9399,0.7905,37,0.9288
108,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",32,0.5,2,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 2}",0.0459,140,0.2041,0.4305,144,0.6815,0.6537,144,0.861,0.5378,144,0.7733,0.6277,144,0.811
109,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",32,0.5,4,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 4}",0.0793,117,0.3598,0.546,117,0.8004,0.7192,119,0.9272,0.6079,117,0.8745,0.7057,118,0.889
110,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",32,0.5,8,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 8}",0.089,105,0.5243,0.5841,105,0.8777,0.7458,100,0.9666,0.6394,101,0.9426,0.7469,101,0.9439
111,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",32,0.5,16,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 16}",0.1373,12,0.6792,0.6398,42,0.9258,0.7733,55,0.9861,0.6761,75,0.9777,0.7772,79,0.9758
112,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",32,0.5,32,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 32}",0.1012,89,0.7914,0.633,63,0.954,0.7689,72,0.9939,0.6863,60,0.991,0.7825,69,0.9842
113,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",32,0.5,64,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 64}",0.1274,39,0.8496,0.6456,23,0.9678,0.7837,24,0.9967,0.7008,31,0.9955,0.796,13,0.9907
114,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",32,0.75,2,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 2}",0.0554,134,0.2935,0.457,138,0.7574,0.671,138,0.9106,0.5531,137,0.8428,0.6461,137,0.8595
115,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",32,0.75,4,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 4}",0.0624,130,0.5104,0.5327,123,0.8703,0.7016,128,0.9665,0.5871,128,0.9379,0.688,129,0.9428
116,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",32,0.75,8,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 8}",0.1009,91,0.7358,0.5909,102,0.9424,0.7468,99,0.9914,0.6308,106,0.9842,0.7468,102,0.983
117,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",32,0.75,16,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 16}",0.1133,72,0.8769,0.6203,80,0.9747,0.7661,76,0.9981,0.6694,81,0.9967,0.7631,90,0.9958
118,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",32,0.75,32,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 32}",0.0914,100,0.9551,0.6238,77,0.9912,0.7697,70,0.9998,0.6831,70,0.9996,0.7846,61,0.9991
119,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",32,0.75,64,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 64}",0.1274,39,0.9792,0.647,19,0.9959,0.7823,33,1.0,0.7043,14,0.9999,0.795,16,0.9997
120,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",64,,2,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': None, 'classifier__n_estimators': 2}",0.041,143,0.4191,0.4366,143,0.8244,0.6672,141,0.9466,0.5475,141,0.9022,0.6354,142,0.9133
121,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",64,,4,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': None, 'classifier__n_estimators': 4}",0.0891,104,0.6712,0.5401,121,0.9223,0.7158,122,0.9856,0.5963,125,0.9714,0.6973,123,0.9747
122,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",64,,8,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': None, 'classifier__n_estimators': 8}",0.0674,122,0.8774,0.575,111,0.9744,0.7381,106,0.9979,0.628,108,0.9957,0.7316,112,0.9951
123,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",64,,16,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': None, 'classifier__n_estimators': 16}",0.13,31,0.9674,0.616,89,0.9937,0.7612,82,0.9999,0.6621,86,0.9997,0.7613,94,0.9997
124,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",64,,32,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': None, 'classifier__n_estimators': 32}",0.1178,68,0.9933,0.6304,69,0.9987,0.7698,69,1.0,0.6853,62,1.0,0.7839,64,1.0
125,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",64,,64,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': None, 'classifier__n_estimators': 64}",0.1273,41,0.9971,0.6404,38,0.9994,0.7784,48,1.0,0.6962,41,1.0,0.7912,32,1.0
126,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",64,0.25,2,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 2}",0.0672,123,0.1141,0.4626,134,0.5805,0.665,142,0.7866,0.5455,142,0.6737,0.6371,140,0.7296
127,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",64,0.25,4,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 4}",0.0483,137,0.1995,0.5583,116,0.6935,0.7312,112,0.8511,0.6107,116,0.7602,0.6974,122,0.8109
128,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",64,0.25,8,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 8}",0.1255,42,0.2879,0.5679,113,0.771,0.7305,113,0.9007,0.6191,114,0.8436,0.7233,115,0.8687
129,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",64,0.25,16,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 16}",0.0987,92,0.3574,0.6056,97,0.8107,0.7567,89,0.9266,0.6619,87,0.8905,0.7619,93,0.8966
130,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",64,0.25,32,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 32}",0.1301,26,0.4404,0.6356,54,0.8432,0.7764,51,0.9455,0.683,71,0.9244,0.7792,77,0.9192
131,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",64,0.25,64,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 64}",0.1228,53,0.4856,0.6474,16,0.861,0.7833,26,0.956,0.6953,43,0.9418,0.7891,47,0.9319
132,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",64,0.5,2,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 2}",0.0433,142,0.2115,0.4601,135,0.6876,0.6691,139,0.8619,0.5519,140,0.7734,0.6357,141,0.8124
133,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",64,0.5,4,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 4}",0.058,131,0.3518,0.5439,119,0.799,0.7156,123,0.9276,0.5992,124,0.8749,0.6949,126,0.8951
134,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",64,0.5,8,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 8}",0.0914,100,0.5131,0.6166,88,0.8735,0.7571,87,0.9664,0.647,96,0.9424,0.7335,111,0.9437
135,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",64,0.5,16,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 16}",0.1154,71,0.6677,0.61,94,0.9231,0.7611,83,0.985,0.6605,91,0.9758,0.7609,95,0.9721
136,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",64,0.5,32,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 32}",0.1225,55,0.789,0.6387,46,0.954,0.7725,60,0.9937,0.6761,74,0.9907,0.7777,78,0.9856
137,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",64,0.5,64,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 64}",0.13,30,0.8416,0.6481,14,0.9664,0.7798,43,0.9966,0.6957,42,0.9953,0.7864,58,0.9901
138,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",64,0.75,2,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 2}",0.0578,132,0.2959,0.4509,140,0.7576,0.6765,136,0.9107,0.5569,136,0.8458,0.6474,134,0.8644
139,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",64,0.75,4,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 4}",0.0699,119,0.523,0.5439,118,0.8735,0.7187,120,0.9657,0.6028,120,0.9366,0.6973,124,0.9425
140,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",64,0.75,8,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 8}",0.0696,121,0.7393,0.5677,114,0.9406,0.7334,110,0.9905,0.623,112,0.9824,0.728,114,0.9805
141,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",64,0.75,16,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 16}",0.125,46,0.8806,0.6131,90,0.9755,0.7615,81,0.998,0.6609,89,0.9966,0.765,84,0.9947
142,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",64,0.75,32,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 32}",0.1397,8,0.9434,0.6348,56,0.9885,0.7723,62,0.9996,0.6822,72,0.9993,0.7832,67,0.9987
143,"RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32)",64,0.75,64,"{'classifier': RandomForestClassifier(max_depth=8, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 64}",0.1299,32,0.9805,0.6491,11,0.9962,0.7824,32,1.0,0.6952,45,0.9999,0.7911,33,0.9999

