,param_classifier,param_classifier__max_depth,param_classifier__max_samples,param_classifier__n_estimators,params,mean_test_accuracy,rank_test_accuracy,mean_train_accuracy,mean_test_f1_micro,rank_test_f1_micro,mean_train_f1_micro,mean_test_hamming_loss,rank_test_hamming_loss,mean_train_hamming_loss,mean_test_precision,rank_test_precision,mean_train_precision
0,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",2,,2,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 2, 'classifier__max_samples': None, 'classifier__n_estimators': 2}",0.13,31,0.1517,0.6415,41,0.6728,-0.3099,75,-0.2811,0.6429,99,0.6751
1,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",2,,4,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 2, 'classifier__max_samples': None, 'classifier__n_estimators': 4}",0.1301,29,0.1589,0.6437,36,0.6682,-0.294,15,-0.2735,0.6758,4,0.7002
2,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",2,,8,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 2, 'classifier__max_samples': None, 'classifier__n_estimators': 8}",0.1134,75,0.1587,0.6487,16,0.6725,-0.2924,9,-0.2714,0.6751,6,0.7001
3,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",2,,16,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 2, 'classifier__max_samples': None, 'classifier__n_estimators': 16}",0.1277,39,0.1613,0.6428,37,0.6716,-0.2924,8,-0.2711,0.6795,1,0.7024
4,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",2,,32,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 2, 'classifier__max_samples': None, 'classifier__n_estimators': 32}",0.1229,52,0.1624,0.6306,71,0.6708,-0.3012,48,-0.2703,0.6705,18,0.7058
5,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",2,,64,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 2, 'classifier__max_samples': None, 'classifier__n_estimators': 64}",0.1351,17,0.1661,0.6369,56,0.6728,-0.2976,27,-0.2686,0.6746,8,0.7077
6,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",2,0.25,2,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 2, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 2}",0.101,89,0.1229,0.6052,97,0.6454,-0.3372,110,-0.3008,0.6112,141,0.655
7,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",2,0.25,4,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 2, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 4}",0.1203,62,0.1426,0.6326,65,0.6713,-0.3077,72,-0.2783,0.6532,73,0.6832
8,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",2,0.25,8,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 2, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 8}",0.1178,68,0.1528,0.633,63,0.6658,-0.304,60,-0.2793,0.6607,50,0.6865
9,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",2,0.25,16,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 2, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 16}",0.1278,37,0.1616,0.6486,17,0.678,-0.298,33,-0.2712,0.6618,43,0.694
10,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",2,0.25,32,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 2, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 32}",0.1276,42,0.1667,0.6381,54,0.6686,-0.2992,39,-0.2723,0.6675,26,0.7028
11,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",2,0.25,64,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 2, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 64}",0.1323,25,0.1557,0.638,55,0.668,-0.2976,28,-0.2746,0.6696,20,0.6969
12,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",2,0.5,2,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 2, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 2}",0.1104,82,0.1416,0.6262,78,0.6694,-0.3174,86,-0.2836,0.6325,119,0.673
13,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",2,0.5,4,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 2, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 4}",0.1203,63,0.1504,0.6446,33,0.6724,-0.2984,34,-0.2773,0.6618,44,0.6846
14,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",2,0.5,8,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 2, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 8}",0.1131,76,0.164,0.6441,34,0.675,-0.2945,17,-0.2715,0.6713,14,0.6966
15,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",2,0.5,16,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 2, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 16}",0.1301,29,0.1677,0.6401,48,0.6764,-0.298,32,-0.2682,0.6703,19,0.7043
16,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",2,0.5,32,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 2, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 32}",0.1255,43,0.164,0.6366,57,0.6692,-0.2963,22,-0.2712,0.6768,3,0.7051
17,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",2,0.5,64,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 2, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 64}",0.1229,53,0.1611,0.6343,61,0.6716,-0.2996,42,-0.2697,0.6712,15,0.7061
18,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",2,0.75,2,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 2, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 2}",0.118,66,0.1488,0.6305,72,0.6657,-0.306,66,-0.2816,0.6554,64,0.6819
19,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",2,0.75,4,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 2, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 4}",0.1131,76,0.1608,0.6275,75,0.6608,-0.3068,70,-0.2784,0.6617,45,0.6947
20,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",2,0.75,8,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 2, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 8}",0.1253,45,0.1632,0.6413,43,0.6735,-0.2932,13,-0.2707,0.6756,5,0.7011
21,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",2,0.75,16,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 2, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 16}",0.1347,21,0.1637,0.6322,68,0.6708,-0.3012,49,-0.2699,0.6688,24,0.7065
22,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",2,0.75,32,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 2, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 32}",0.1181,65,0.1677,0.6388,50,0.6736,-0.2963,21,-0.2683,0.6736,9,0.7076
23,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",2,0.75,64,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 2, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 64}",0.1326,24,0.1629,0.6323,67,0.6701,-0.3,43,-0.2705,0.672,13,0.7056
24,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",4,,2,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 4, 'classifier__max_samples': None, 'classifier__n_estimators': 2}",0.1204,60,0.1867,0.6303,73,0.7051,-0.3089,74,-0.2496,0.6494,84,0.7172
25,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",4,,4,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 4, 'classifier__max_samples': None, 'classifier__n_estimators': 4}",0.1369,16,0.2329,0.6426,38,0.7365,-0.3001,44,-0.2256,0.6581,58,0.7412
26,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",4,,8,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 4, 'classifier__max_samples': None, 'classifier__n_estimators': 8}",0.1278,37,0.2634,0.6498,14,0.7522,-0.2972,25,-0.2118,0.6619,42,0.7583
27,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",4,,16,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 4, 'classifier__max_samples': None, 'classifier__n_estimators': 16}",0.1206,58,0.2756,0.6554,8,0.7556,-0.2904,5,-0.2081,0.6734,10,0.7639
28,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",4,,32,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 4, 'classifier__max_samples': None, 'classifier__n_estimators': 32}",0.1348,19,0.2975,0.647,27,0.7682,-0.2956,19,-0.1973,0.6666,31,0.7774
29,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",4,,64,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 4, 'classifier__max_samples': None, 'classifier__n_estimators': 64}",0.142,9,0.2935,0.6552,9,0.7649,-0.2888,4,-0.1995,0.6772,2,0.7764
30,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",4,0.25,2,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 4, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 2}",0.0893,102,0.1271,0.5859,103,0.6501,-0.3376,111,-0.2899,0.6197,138,0.6774
31,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",4,0.25,4,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 4, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 4}",0.0887,106,0.1701,0.6153,89,0.6977,-0.3253,99,-0.2598,0.629,123,0.6994
32,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",4,0.25,8,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 4, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 8}",0.1109,79,0.2027,0.6324,66,0.7109,-0.31,76,-0.2458,0.6467,91,0.7204
33,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",4,0.25,16,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 4, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 16}",0.1349,18,0.2289,0.6447,32,0.7293,-0.2988,36,-0.2301,0.661,49,0.7392
34,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",4,0.25,32,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 4, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 32}",0.1441,7,0.2396,0.6578,4,0.7376,-0.2881,3,-0.222,0.675,7,0.751
35,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",4,0.25,64,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 4, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 64}",0.1276,41,0.258,0.6484,18,0.7443,-0.2977,30,-0.2167,0.6612,47,0.7568
36,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",4,0.5,2,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 4, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 2}",0.0769,118,0.1637,0.6012,98,0.6954,-0.3413,115,-0.261,0.605,142,0.6994
37,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",4,0.5,4,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 4, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 4}",0.0915,99,0.191,0.6274,76,0.7157,-0.3233,95,-0.2415,0.6268,127,0.7259
38,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",4,0.5,8,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 4, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 8}",0.1251,47,0.242,0.6507,13,0.7379,-0.2968,23,-0.2242,0.6632,38,0.7428
39,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",4,0.5,16,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 4, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 16}",0.1058,85,0.2516,0.6387,51,0.7447,-0.3045,62,-0.2163,0.6542,71,0.7574
40,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",4,0.5,32,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 4, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 32}",0.1276,40,0.2767,0.6619,1,0.7561,-0.2869,1,-0.2074,0.6733,11,0.7661
41,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",4,0.5,64,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 4, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 64}",0.1469,2,0.2847,0.6518,11,0.7598,-0.294,16,-0.2039,0.6677,25,0.7707
42,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",4,0.75,2,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 4, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 2}",0.1083,83,0.1659,0.6238,81,0.6965,-0.3244,96,-0.2572,0.6253,132,0.7082
43,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",4,0.75,4,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 4, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 4}",0.1299,35,0.2166,0.6468,28,0.7312,-0.3036,57,-0.2297,0.6496,83,0.7371
44,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",4,0.75,8,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 4, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 8}",0.1421,8,0.2431,0.641,44,0.7402,-0.3008,46,-0.2192,0.6579,59,0.7558
45,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",4,0.75,16,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 4, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 16}",0.137,15,0.2658,0.6519,10,0.7546,-0.2925,11,-0.2082,0.6692,21,0.7664
46,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",4,0.75,32,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 4, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 32}",0.1253,46,0.2855,0.6455,30,0.7572,-0.2948,18,-0.2058,0.6706,16,0.7696
47,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",4,0.75,64,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 4, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 64}",0.1397,12,0.2871,0.6565,5,0.764,-0.2904,6,-0.2011,0.6726,12,0.7725
48,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",8,,2,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 8, 'classifier__max_samples': None, 'classifier__n_estimators': 2}",0.0673,126,0.3686,0.5204,127,0.8132,-0.3555,129,-0.1497,0.6208,135,0.8786
49,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",8,,4,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 8, 'classifier__max_samples': None, 'classifier__n_estimators': 4}",0.0891,105,0.5515,0.5817,107,0.8889,-0.3392,114,-0.0938,0.621,134,0.9072
50,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",8,,8,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 8, 'classifier__max_samples': None, 'classifier__n_estimators': 8}",0.0962,95,0.7089,0.6176,86,0.9318,-0.3217,91,-0.0584,0.6333,117,0.938
51,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",8,,16,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 8, 'classifier__max_samples': None, 'classifier__n_estimators': 16}",0.1152,74,0.8066,0.6307,70,0.9561,-0.3157,84,-0.0377,0.636,110,0.9587
52,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",8,,32,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 8, 'classifier__max_samples': None, 'classifier__n_estimators': 32}",0.1444,6,0.8566,0.642,39,0.9662,-0.3036,58,-0.029,0.6546,70,0.9691
53,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",8,,64,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 8, 'classifier__max_samples': None, 'classifier__n_estimators': 64}",0.1469,3,0.8833,0.6475,24,0.9719,-0.2992,41,-0.0241,0.6592,55,0.9754
54,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",8,0.25,2,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 8, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 2}",0.0434,143,0.1044,0.4505,139,0.572,-0.3664,135,-0.2933,0.6352,112,0.7691
55,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",8,0.25,4,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 8, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 4}",0.0896,101,0.1904,0.5392,119,0.6964,-0.3495,122,-0.2358,0.6267,128,0.7816
56,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",8,0.25,8,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 8, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 8}",0.0842,111,0.2636,0.5832,104,0.7574,-0.3316,104,-0.197,0.6328,118,0.8063
57,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",8,0.25,16,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 8, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 16}",0.101,91,0.344,0.6282,74,0.8044,-0.3105,77,-0.1645,0.6474,90,0.8243
58,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",8,0.25,32,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 8, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 32}",0.1299,34,0.4153,0.6316,69,0.8324,-0.3109,78,-0.1434,0.6456,93,0.8382
59,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",8,0.25,64,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 8, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 64}",0.1492,1,0.4495,0.6618,2,0.8463,-0.288,2,-0.132,0.6689,23,0.8481
60,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",8,0.5,2,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 8, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 2}",0.0673,125,0.1995,0.5028,130,0.7034,-0.3589,132,-0.2242,0.6201,136,0.8175
61,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",8,0.5,4,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 8, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 4}",0.0866,108,0.3253,0.5717,112,0.7938,-0.339,113,-0.1678,0.6319,120,0.8427
62,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",8,0.5,8,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 8, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 8}",0.1204,59,0.464,0.607,95,0.8548,-0.3247,98,-0.1221,0.6336,116,0.8761
63,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",8,0.5,16,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 8, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 16}",0.1226,56,0.5783,0.6514,12,0.8944,-0.2988,37,-0.0902,0.6575,60,0.9024
64,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",8,0.5,32,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 8, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 32}",0.1105,81,0.6506,0.6383,53,0.9143,-0.3124,80,-0.0735,0.6397,107,0.9181
65,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",8,0.5,64,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 8, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 64}",0.142,9,0.7065,0.6483,21,0.9283,-0.3005,45,-0.0617,0.6542,72,0.9297
66,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",8,0.75,2,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 8, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 2}",0.0482,141,0.2764,0.4927,131,0.7596,-0.3745,141,-0.1865,0.5954,144,0.8532
67,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",8,0.75,4,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 8, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 4}",0.0869,107,0.4511,0.5712,113,0.8528,-0.3473,120,-0.123,0.6117,140,0.8798
68,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",8,0.75,8,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 8, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 8}",0.101,91,0.6253,0.6171,87,0.9086,-0.3224,92,-0.0779,0.6337,115,0.9174
69,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",8,0.75,16,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 8, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 16}",0.1204,60,0.7212,0.6355,60,0.9339,-0.3069,71,-0.0566,0.6487,86,0.9404
70,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",8,0.75,32,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 8, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 32}",0.125,50,0.7946,0.6488,15,0.9524,-0.3017,51,-0.0408,0.655,66,0.9567
71,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",8,0.75,64,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 8, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 64}",0.1346,22,0.8347,0.6578,3,0.961,-0.2937,14,-0.0336,0.6603,51,0.9629
72,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",16,,2,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': None, 'classifier__n_estimators': 2}",0.0555,137,0.3974,0.4608,135,0.8176,-0.3686,138,-0.1368,0.6263,130,0.9601
73,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",16,,4,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': None, 'classifier__n_estimators': 4}",0.0722,121,0.6755,0.541,118,0.9231,-0.342,117,-0.0628,0.6455,94,0.9762
74,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",16,,8,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': None, 'classifier__n_estimators': 8}",0.1055,86,0.8656,0.5818,106,0.9719,-0.3274,102,-0.0237,0.6485,87,0.99
75,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",16,,16,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': None, 'classifier__n_estimators': 16}",0.0913,100,0.9682,0.6112,93,0.9938,-0.3164,85,-0.0053,0.6527,75,0.9972
